task_id,dimension,phase,type,priority,effort,order,depends_on,decision_gate,same_as,owner,files,action,verify,status,md_anchor
"DEBT-87","08-no-code","GD3","cai-thien","P2","S","332","","","","ai","flutter_app/lib/features/earn/data/fixtures/mock_earn_repository.dart (+ cac ho mock lon tuong tu);docs/02_FLUTTER_MIGRATION/","DA XONG 2026-07-18 - DRIFT: mock_earn_repository.dart o data/repositories/ (manifest ghi fixtures/); doc comment + library; da them (ne dangling_library_doc_comments); muc 'God-Family Mock Chap Nhan Duoc' trong Flutter-App-Foundation.md; guardrail moi mock_fixture_baseline_guardrail_test.dart dong bang 5 ho lon (earn 26/11202, p2p 26/6668, arena 10/5006, launchpad 9/3764, trade_compliance 8/2569; dung sai +10%). KE HOACH GOC: (a) Doc comment dau mock_earn_repository.dart: 'lop fixture mock, se duoc thay bang repository backend; khong refactor cau truc, khong them logic hien thi'. (b) Ghi muc 'god-family mock chap nhan duoc' vao docs. (c) Dong bang bang baseline dem file/dong fixtures de mock khong phinh them ngoai du kien.","review doc; baseline count file trong fixtures/ khong tang bat thuong giua cac PR","done","§8 › 8.7"
"DEBT-88","08-no-code","GD3","toi-uu","P3","S","333","","","","ai","flutter_app/lib/features/dca/presentation/pages/portfolio/dca_rebalance_config_page_part_02.dart (_AdvancedSettings.build ~225 dong)","DA XONG 2026-07-18 - DRIFT: file dich da doi ten sau restructure GD2 — _AdvancedSettings.build (~210 dong) o dca_rebalance_config_page_settings_and_preview.dart; tach thanh 5 widget con (_AdvancedToggleHeader/_MinTradeCard/_AutoExecuteCard/_AutoExecuteToggleRow/_AutoExecuteWarning), build con ~30 dong, moi widget <60 dong; khong doi hanh vi; dca 97 test + earn 479 xanh. KE HOACH GOC: Tach cac cum UI lon trong build thanh private widget/helper (nhom slider nguong, nhom toggle, nhom nut hanh dong), moi phan <60 dong. Khong doi hanh vi/layout, chi trich xuat.","cd flutter_app && flutter analyze; doi chieu anh trang DCA rebalance config truoc/sau; do dai build sau tach <100 dong","done","§8 › 8.8"
"DEBT-89","08-no-code","GD3","toi-uu","P3","M","334","","","","ai","flutter_app/lib/app/theme/spacing/trade_spacing_tokens.dart (2261 dong / 1023 const)","DA XONG 2026-07-18 - DRIFT QUAN TRONG: 'part-file giu nguyen class' BAT KHA THI trong Dart (khong co partial class) — dung facade-const-alias: 552 const khep kin theo nhom tach sang 3 file moi trade_bots(181)/trade_copy(250)/trade_compliance(121)_spacing_tokens.dart (ten van *_spacing_tokens.dart de audit tiep tuc quet); 471 const + 40 method o lai facade (fixpoint demote: const bi tham chieu xuyen nhom KHONG di chuyen -> zero rewrite, zero circular import). Parser co round-trip byte-identical truoc khi move (bai hoc script move GD2). _moduleBaselines audit: trade 17->8 + trade_bots 9 + copy/compliance 0 (tong ho khong doi). Call site giu nguyen 100%. KE HOACH GOC: Tach TradeSpacingTokens theo man/khu vuc bang part-file (trade_spacing_tokens_hub.part.dart, ..._futures.part.dart, ...) giu nguyen ten class va ten hang de khong vo call site. Lam SAU khi guardrail spacing_token_duplication on dinh de tach khong tao trung moi.","cd flutter_app && dart run tool/spacing_token_duplication_audit.dart --check && flutter analyze (khong call site nao gay)","done","§8 › 8.9"
"SEC-S42","04-bao-mat","GD3","cai-thien","P2","S","340","","","","ai","flutter_app/test/quality/product_copy_guardrails_test.dart;product_copy_guardrail_test_utils.dart","DA XONG 2026-07-18 - asciiFold nguon o ca 3 test + stem Viet fold-ASCII dang CUM GHEP (vi tien/lien ket vi/rut tien/nap tien/chuyen tien/loi nhuan/tien mat/dat cuoc/thanh toan/thang tien/thua tien) — tu don 'vi' dung 'vi/voi' sau fold nen khong dung. PHAT HIEN LO HONG THAT: listDartFiles khong de quy -> test 'Arena user-facing pages' xua nay quet RONG (page nam trong thu muc con) — da sua recursive; quet lai lo 1 hit la cau CAM dung tu tai chinh (disclaimer ranh gioi) -> allowlist theo noi dung fold chinh xac. Canary 'rut tien ve vi' vao arena_home_page -> fail dung -> revert; 13/13 bo product copy xanh. KE HOACH GOC: Boc asciiFold() cho nguon o ca 3 test (dong 35-50, 52-78, 91-129) va mo rong bo regex cam them stem tieng Viet da fold ASCII: vi, loi nhuan, rut tien, tien mat, dat cuoc, thang/thua... Giu nguyen danh sach file muc tieu Arena; khong doi copy san pham.","cd flutter_app && flutter test test/quality/product_copy_guardrails_test.dart; chen thu 1 dong copy 'rut tien' vao 1 page Arena -> test phai fail, roi revert","done","§4 › S4.2"
"SEC-S45","04-bao-mat","GD3","viet-lai","P3 (P2 route tai chinh)","M","341","","","","ai","flutter_app/lib/app/router/route_groups/p2p_routes.dart (uu tien);arena_routes.dart;predictions_routes.dart;earn_routes.dart;dca_routes.dart;helper requireParam (moi)","DA XONG 2026-07-18 - 41 site fallback THUC THE demo (nhieu hon uoc tinh 33) thay bang requireRouteParam(state,key) fail-loud (throw StateError — route da match thi param luon co, throw chi bat loi lap trinh); 12 site lop (b) GIU co chu dich (pairId/asset/assetId/eventId ve cho/tai san mac dinh) + comment SEC-S45 tai cho. Trang loi moi VitRouteErrorPage (route_error_page.dart, copy vi co dau, CTA Ve trang chu) + errorBuilder vao createAppRouter — BONUS thay ErrorScreen mac dinh TIENG ANH cua go_router. requireRouteParam + trang loi cung file (app_route_paths la part cua app_router nen import vong theo khuon route group co san). Guardrail moi route_param_fallback_guardrail_test.dart (allowlist theo KEY, ratchet). Test moi route_error_page_test 2 case; 36/36 router test cu xanh khong sua. Route-coverage artifact regen (than builder doi); navigation_edge +1 edge CTA. KE HOACH GOC: Thay pattern ?? '<demo>' (sample/p2p001/mc001/ch003/pred-1/prop001/config001...): param bat buoc thieu/khong parse duoc -> dieu huong man loi/NotFound (hoac errorBuilder cua router) thay vi id mau. Thong nhat helper requireParam(state, key) dung lai. Uu tien P2 cho nhom luong tai chinh P2P (dispute/ad/method/claim).","cd flutter_app && flutter test test/app/router; them test dieu huong route dispute voi param rong/khong hop le -> assert ra trang loi, khong phai entity 'sample'","done","§4 › S4.5"
"SEC-S46","04-bao-mat","GD3","cai-thien","P3","M","342","","","","ai","flutter_app/lib/core/network/api_client.dart;flutter_app/test/core/network/api_client_test.dart (moi)","DA XONG 2026-07-18 - DRIFT: api_client_test.dart DA ton tai (manifest ghi 'moi') — mo rong. api_client.dart: authTokenInterceptor (cho cam, chi gan khi truyen tokenProvider — chua bat mac dinh), errorMappingInterceptor (DioException -> domain: timeout/connectionError -> OfflineFailure noi idiom ERR-35; 4xx/5xx -> ApiFailure userMessage tieng Viet; badCertificate -> ApiFailure rieng), pinning theo tham so pinnedSpkiSha256 (khong hardcode hash; khi bat -> IOHttpClientAdapter voi pinningBadCertificateCallback FAIL-CLOSED tra false vo dieu kien — so SPKI cert hop le lam khi tich hop backend that, TODO danh dau). Giu Dio? dio test-injectable (dio inject KHONG bi gan interceptor). 7 test: defaults, inject, thu tu interceptor, Bearer co/khong token, map 4 loai timeout->Offline, 503/401->ApiFailure, pinning theo co. LUU Y: tren Dart VM adapter mac dinh cua Dio da la IOHttpClientAdapter — test pinning chot HANH VI callback thay vi so kieu adapter. KE HOACH GOC: Bo sung khung (chua can bat): danh sach interceptor co cho auth-token + error-mapping (DioException -> loi domain, lam nen cho idiom async ERR-35) + diem cam badCertificateCallback/pinning tren adapter voi co bat theo AppConfig/moi truong. Giu constructor test-injectable Dio? dio.","cd flutter_app && flutter analyze && flutter test test/core/network/api_client_test.dart (kiem interceptor noi dung thu tu, pinning kich hoat khi co bat)","done","§4 › S4.6"
"A11Y-5","06-i18n-a11y","GD3","cai-thien","P2","M","345","","","","ai","docs/02_FLUTTER_MIGRATION/ (trang tai lieu tuong phan moi);flutter_app/test/quality/color_contrast_guardrail_test.dart (moi);flutter_app/lib/app/theme/app_colors.dart (doc)","DA XONG 2026-07-18 - color_contrast_guardrail_test.dart tinh WCAG 2.1 tu luminance Color that: text1/text2 >= 4.5:1 tren bg/surface/surface2/surface3 (min 6.62 - dat het); text3 >= 3:1 (dat bg/surface/surface2, NGOAI LE surface3=2.93 allowlist co ghi chep vi khong dat text3 truc tiep tren surface3); textDisabled WCAG mien tru; primary/buy/sell/accent tren bg >= 3:1 (dat het). Trang doc VitTrade-Color-Contrast-Audit.md bang ti le day du. KHONG doi mau san pham (khoa bat bien). KE HOACH GOC: Viet trang tai lieu tuong phan liet ke tung cap foreground/background chinh + ti le WCAG; them test tinh tuong phan tu luminance cua Color: assert text1/text2 >= 4.5:1, text phu/lon >= 3:1 so voi bg/surface. Chua can light theme o giai doan mock.","cd flutter_app && flutter test test/quality/color_contrast_guardrail_test.dart","done","§6 › A11Y-5"
"DOC-D5","09-tai-lieu","GD3","cai-thien","P2","S","350","DOC-D1","","","ai","AGENTS.md:7;docs/INDEX.md;flutter_app/test/quality/ops_metadata_guardrails_test.dart","DA XONG 2026-07-18 - Last Updated dau docs/INDEX.md + AI_EXECUTION_CONTRACT.md + bump AGENTS.md; guardrail GOP vao ops_metadata_guardrails_test.dart (da ton tai 4 test - THEM 2 test, KHONG ghi de): DOC-D5 parse Last Updated 3 contract fail neu >90 ngay so DateTime.now(); DOC-D6 assert 3 file governance ton tai. KE HOACH GOC: Cap nhat Last Updated cua AGENTS.md khi noi dung doi; them truong Last Updated vao dau docs/INDEX.md. Guardrail parse dong Last Updated cua cac contract top-level (AGENTS.md, INDEX.md, AI_EXECUTION_CONTRACT.md), fail neu qua nguong (vd >90 ngay) — canh bao staleness, khong khoa cung theo ngay build.","cd flutter_app && flutter test test/quality/ops_metadata_guardrails_test.dart (do khi Last Updated vuot nguong)","done","§9 › D5"
"DOC-D6","09-tai-lieu","GD3","cai-thien","P2","M","351","","","","human+ai","CONTRIBUTING.md (moi, root);SECURITY.md (moi);LICENSE (moi)","DA XONG 2026-07-18 - LICENSE Proprietary (Copyright 2026 LonelyTraderBay, All rights reserved - user chot phuong an); CONTRIBUTING.md (quy trinh verify format/analyze/audit --check/test + PR qua gate); SECURITY.md (bao lo hong qua GitHub Security Advisories, ghi ro app mock-data khong khoa that). Guardrail file-ton-tai gop vao ops_metadata (xem DOC-D5). PHAN NGUOI con lai: bat Secret scanning + Push protection trong Settings. KE HOACH GOC: Them CONTRIBUTING.md (tham chieu quy trinh verify: flutter test test/quality/..., dart run tool/*_audit.dart --check), SECURITY.md (kenh bao lo hong — ghi ro app dang mock-data), LICENSE (chon license hoac ghi ro proprietary — quyet dinh cua nguoi). Phan CODEOWNERS da xu ly o CI-D5.","ls CONTRIBUTING.md LICENSE SECURITY.md; guardrail don gian assert 3 file ton tai","done","§9 › D6"
"DOC-D4","09-tai-lieu","GD3","cai-thien","P2","M","352","","","","ai","docs/05_ARCHITECTURE/decisions/ (moi: README.md + 0000-template.md + ADR backfill)","DA XONG 2026-07-18 - he ADR: decisions/README.md (khi nao viet + quy uoc + danh muc) + 0000-template.md (MADR toi gian: Trang thai/Boi canh/Quyet dinh/He qua khop ADR-001) + backfill 4 ADR: ADR-002 tach Trade family (6da5cfc3), ADR-003 design system Vit (0e92fe00), ADR-004 canonical paths (DOC-D3), ADR-005 i18n vi-VN-only (I18N-1/DEC-i18n). INDEX.md muc Architecture them link decisions/. KE HOACH GOC: Tao he ADR (MADR toi gian: Context · Decision · Consequences · Status) + template. Backfill ADR cho quyet dinh P0/P1 da co: tach Trade family (6da5cfc3), chuan hoa design system (0e92fe00), path canonical (DOC-D3), idiom async (ERR-35), quyet dinh i18n (I18N-1). Them muc Architecture trong docs/INDEX.md tro toi decisions/.","review: moi quyet dinh kien truc P0/P1 trong 6 thang gan nhat co dung 1 ADR theo template (co the them guardrail assert du heading)","done","§9 › D4"
"DOC-D7","09-tai-lieu","GD3","cai-thien","P2","L","353","","","","ai","flutter_app/analysis_options.yaml (hoac per-directory);flutter_app/lib/**/domain/repositories/;domain/entities/;flutter_app/lib/shared/","DA XONG 2026-07-18 - backfill dartdoc /// cho 2066 symbol public top-level (do truoc bang chinh guardrail): earn 436 + p2p 223 + arena 149 + launchpad 118 + trade_copy 118 + trade_compliance 109 + trade_bots 104 + markets 103 + shared/widgets 81 + predictions 75 + dca 73 + trade_terminal 70 + wallet 67 + cross_module 42 + trade_core 39 + referral 38 + profile 36 + shared/layout 28 + admin/dev 50 + support/auth/discovery/onboarding/nho ~120 — 4 agent song song vung tach biet, diff thuan cong dong ///, ranh gioi Arena points-only giu trong doc. DRIFT (co chu dich, ghi trong test): enforce bang guardrail dartdoc_coverage_guardrail_test.dart (quet lib/shared + lib/features/**/domain, symbol top-level public thieu /// -> fail) THAY VI public_member_api_docs per-directory (nested analysis_options pha strict include + custom_lint); muc khoi diem = top-level, member trong class siet dan sau. Doc /// lam xe dich so dong 2 artifact back-nav -> regen (4 dong). KE HOACH GOC: Backfill dartdoc TRUOC cho domain/repositories + domain/entities (contract tai chinh) va lib/shared/ (widget Vit*); sau do bat public_member_api_docs theo scope (analysis_options per-directory, hoac rule o root + ignore_for_file vung chua backfill). Dat muc error cho shared/ va domain/ de CI chan.","cd flutter_app && flutter analyze (khong con warning public_member_api_docs trong shared/ + domain/); co the them buoc nay vao khoi vt-verify","done","§9 › D7"
