feature,route,page,page_file,screen_level,archetype,body_grade,official_density_score,visual_density_risk_score,visual_density_priority,tokenized_fixed_height_refs,tokenized_gap_refs,spacer_refs,manual_content_refs,bottom_inset_refs,root_top_chrome_refs,detail_top_chrome_refs,scroll_refs,grid_or_wrap_refs,root_causes,recommendation,source_files,unresolved_source_files
markets,AppRoutePaths.marketsPortfolioTracker,PortfolioTrackerPage,flutter_app/lib/features/markets/presentation/pages/portfolio/portfolio_tracker_page.dart,L2_utilityDetail,detail,A,0,1,PASS_MONITOR,0,0,0,0,0,0,1,2,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/markets/presentation/pages/portfolio/portfolio_tracker_page.dart;flutter_app/lib/features/markets/presentation/pages/portfolio/portfolio_tracker_page_holdings_widgets.dart;flutter_app/lib/features/markets/presentation/pages/portfolio/portfolio_tracker_page_overview_widgets.dart;flutter_app/lib/features/markets/presentation/pages/portfolio/portfolio_tracker_page_performance_widgets.dart,
markets,AppRoutePaths.marketsSocialSentiment,SocialSentimentPage,flutter_app/lib/features/markets/presentation/pages/research/social_sentiment_page.dart,L2_detail,detail,A,0,1,PASS_MONITOR,0,0,0,0,0,0,1,2,1,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/markets/presentation/pages/research/social_sentiment_page.dart;flutter_app/lib/features/markets/presentation/widgets/research/social_sentiment_overview_widgets.dart;flutter_app/lib/features/markets/presentation/widgets/research/social_sentiment_tabs_widgets.dart;flutter_app/lib/features/markets/presentation/widgets/research/social_sentiment_token_widgets.dart;flutter_app/lib/features/markets/presentation/widgets/research/social_sentiment_trends_widgets.dart,
markets,AppRoutePaths.marketsUnlocks,TokenUnlocksPage,flutter_app/lib/features/markets/presentation/pages/research/token_unlocks_page.dart,L2_detail,detail,A,0,1,PASS_MONITOR,0,0,0,0,0,0,1,3,1,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/markets/presentation/pages/research/token_unlocks_page.dart;flutter_app/lib/features/markets/presentation/pages/research/token_unlocks_page_card_analysis_widgets.dart;flutter_app/lib/features/markets/presentation/pages/research/token_unlocks_page_formatters.dart;flutter_app/lib/features/markets/presentation/pages/research/token_unlocks_page_schedule_widgets.dart;flutter_app/lib/features/markets/presentation/pages/research/token_unlocks_page_upcoming_widgets.dart,
p2p_account,AppRoutePaths.p2pPaymentMethodCoolingPeriod,P2PPaymentMethodCoolingPeriodPage,flutter_app/lib/features/p2p_account/presentation/pages/payment/p2p_payment_method_cooling_period_page.dart,L3_transactionFlow,detail,A,0,1,PASS_MONITOR,0,0,0,0,0,0,1,1,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/p2p_account/presentation/pages/payment/p2p_payment_method_cooling_period_page.dart,
p2p_dispute,'/p2p/dispute/evidence/:disputeId',P2PDisputeEvidencePage,flutter_app/lib/features/p2p_dispute/presentation/pages/dispute/p2p_dispute_evidence_page.dart,L2_entityDetail,detail,A,0,1,PASS_MONITOR,0,0,0,0,0,0,1,1,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/p2p_dispute/presentation/pages/dispute/p2p_dispute_evidence_page.dart,
p2p_orders,'/p2p/order/:orderId',P2POrderPage,flutter_app/lib/features/p2p_orders/presentation/pages/orders/p2p_order_page.dart,L2_entityDetail,detail,A,0,1,PASS_MONITOR,0,0,0,0,0,0,1,1,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/p2p_orders/presentation/pages/orders/p2p_order_page.dart;flutter_app/lib/features/p2p_orders/presentation/widgets/orders/p2p_order_content_cards.dart;flutter_app/lib/features/p2p_orders/presentation/widgets/orders/p2p_order_page_common.dart;flutter_app/lib/features/p2p_orders/presentation/widgets/orders/p2p_order_page_state.dart,
p2p_orders,'/p2p/order/proof/:orderId',P2POrderProofPage,flutter_app/lib/features/p2p_orders/presentation/pages/orders/p2p_order_proof_page.dart,L2_entityDetail,detail,A,0,1,PASS_MONITOR,0,0,0,0,0,0,1,1,1,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/p2p_orders/presentation/pages/orders/p2p_order_proof_page.dart;flutter_app/lib/features/p2p_orders/presentation/widgets/orders/p2p_order_proof_widgets.dart,
predictions,AppRoutePaths.marketsPredictionsLeaderboard,PredictionsLeaderboardPage,flutter_app/lib/features/predictions/presentation/pages/social/predictions_leaderboard_page.dart,L2_detail,detail,A,0,1,PASS_MONITOR,0,0,0,0,0,0,1,2,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/predictions/presentation/pages/social/predictions_leaderboard_page.dart;flutter_app/lib/features/predictions/presentation/widgets/social/predictions_leaderboard_filters_tabs.dart;flutter_app/lib/features/predictions/presentation/widgets/social/predictions_leaderboard_podium_rankings.dart;flutter_app/lib/features/predictions/presentation/widgets/social/predictions_leaderboard_rows_wins.dart,
predictions,AppRoutePaths.marketsPredictionsPortfolio,PredictionsPortfolioPage,flutter_app/lib/features/predictions/presentation/pages/portfolio/predictions_portfolio_page.dart,L2_utilityDetail,detail,A,0,1,PASS_MONITOR,0,0,0,0,0,0,1,1,3,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/predictions/presentation/pages/portfolio/predictions_portfolio_page.dart;flutter_app/lib/features/predictions/presentation/widgets/portfolio/prediction_portfolio_common.dart;flutter_app/lib/features/predictions/presentation/widgets/portfolio/prediction_portfolio_history.dart;flutter_app/lib/features/predictions/presentation/widgets/portfolio/prediction_portfolio_orders.dart;flutter_app/lib/features/predictions/presentation/widgets/portfolio/prediction_portfolio_positions.dart;flutter_app/lib/features/predictions/presentation/widgets/portfolio/prediction_portfolio_summary.dart;flutter_app/lib/features/predictions/presentation/widgets/portfolio/predictions_portfolio_bridge_card.dart,
support,AppRoutePaths.support,SupportPage,flutter_app/lib/features/support/presentation/pages/support_page.dart,L1_utilityHub,detail,A,0,1,PASS_MONITOR,0,0,0,0,0,0,1,1,2,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/support/presentation/pages/support_page.dart;flutter_app/lib/features/support/presentation/widgets/support_context_card.dart;flutter_app/lib/features/support/presentation/widgets/support_faq_common.dart;flutter_app/lib/features/support/presentation/widgets/support_quick_contacts_tabs.dart;flutter_app/lib/features/support/presentation/widgets/support_tickets.dart,
trade_bots,AppRoutePaths.tradeBotSecuritySettings,BotSecuritySettingsPage,flutter_app/lib/features/trade_bots/presentation/pages/settings/bot_security_settings_page.dart,L2_utilityDetail,detail,A,1,1,PASS_MONITOR,0,0,0,0,0,0,0,0,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_bots/presentation/pages/settings/bot_security_settings_page.dart;flutter_app/lib/features/trade_bots/presentation/widgets/settings/bot_security_settings_cards.dart;flutter_app/lib/features/trade_bots/presentation/widgets/settings/bot_security_settings_common.dart;flutter_app/lib/features/trade_bots/presentation/widgets/settings/bot_security_settings_sheets.dart,
p2p_account,AppRoutePaths.p2pKycVideo,P2PVideoVerificationPage,flutter_app/lib/features/p2p_account/presentation/pages/merchant/p2p_video_verification_page.dart,L3_transactionFlow,detail,C,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/p2p_account/presentation/pages/merchant/p2p_video_verification_page.dart,
p2p_dispute,'/p2p/insurance/claim/:claimId',P2PClaimDetailPage,flutter_app/lib/features/p2p_dispute/presentation/pages/dispute/p2p_claim_detail_page.dart,L3_transactionFlow,detail,C,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/p2p_dispute/presentation/pages/dispute/p2p_claim_detail_page.dart;flutter_app/lib/features/p2p_dispute/presentation/pages/dispute/p2p_claim_detail_page_common.dart;flutter_app/lib/features/p2p_dispute/presentation/pages/dispute/p2p_claim_detail_page_sections.dart;flutter_app/lib/features/p2p_dispute/presentation/pages/dispute/p2p_claim_detail_page_state.dart,
p2p_security,AppRoutePaths.p2pSecurity2fa,P2P2FASettingsPage,flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_2fa_settings_page.dart,L3_transactionFlow,detail,C,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_2fa_settings_page.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_2fa_settings_page_common.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_2fa_settings_page_sections.dart,
trade,AppRoutePaths.tradeConvert,ConvertPage,flutter_app/lib/features/trade/presentation/pages/convert/convert_page.dart,L2_detail,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,1,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade/presentation/pages/convert/convert_page.dart;flutter_app/lib/features/trade/presentation/widgets/convert/convert_page_amount_widgets.dart;flutter_app/lib/features/trade/presentation/widgets/convert/convert_page_common.dart;flutter_app/lib/features/trade/presentation/widgets/convert/convert_page_sections.dart;flutter_app/lib/features/trade/presentation/widgets/convert/convert_page_widgets.dart;flutter_app/lib/features/trade/presentation/widgets/phone/vit_trade_confirm_sheet.dart;flutter_app/lib/features/trade/presentation/widgets/phone/vit_trade_simple_shell.dart,
trade,AppRoutePaths.tradeMarginHub,MarginTradingHubPage,flutter_app/lib/features/trade/presentation/pages/margin/margin_trading_hub_page.dart,L2_sectionHub,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade/presentation/pages/margin/margin_trading_hub_page.dart;flutter_app/lib/features/trade/presentation/widgets/margin/margin_trading_hub_cards.dart;flutter_app/lib/features/trade/presentation/widgets/margin/margin_trading_hub_hero_nav.dart;flutter_app/lib/features/trade/presentation/widgets/margin/margin_trading_hub_widgets.dart,
trade,AppRoutePaths.tradeMargin,MarginTradingPage,flutter_app/lib/features/trade/presentation/pages/margin/margin_trading_page.dart,L1_instrumentWorkspace,instrument,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,1,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade/presentation/pages/margin/margin_trading_page.dart;flutter_app/lib/features/trade/presentation/widgets/margin/margin_trading_common.dart;flutter_app/lib/features/trade/presentation/widgets/margin/margin_trading_order_summary.dart;flutter_app/lib/features/trade/presentation/widgets/margin/margin_trading_positions_orders.dart;flutter_app/lib/features/trade/presentation/widgets/margin/margin_trading_reserved.dart;flutter_app/lib/features/trade/presentation/widgets/margin/margin_trading_shared_helpers.dart;flutter_app/lib/features/trade/presentation/widgets/margin/margin_trading_simple_form.dart;flutter_app/lib/features/trade/presentation/widgets/phone/vit_trade_confirm_sheet.dart;flutter_app/lib/features/trade/presentation/widgets/phone/vit_trade_simple_hero.dart;flutter_app/lib/features/trade/presentation/widgets/phone/vit_trade_simple_shell.dart,
trade,AppRoutePaths.tradeMarginBtcusdt,MarginTradingPage,flutter_app/lib/features/trade/presentation/pages/margin/margin_trading_page.dart,L1_instrumentWorkspace,instrument,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,1,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade/presentation/pages/margin/margin_trading_page.dart;flutter_app/lib/features/trade/presentation/widgets/margin/margin_trading_common.dart;flutter_app/lib/features/trade/presentation/widgets/margin/margin_trading_order_summary.dart;flutter_app/lib/features/trade/presentation/widgets/margin/margin_trading_positions_orders.dart;flutter_app/lib/features/trade/presentation/widgets/margin/margin_trading_reserved.dart;flutter_app/lib/features/trade/presentation/widgets/margin/margin_trading_shared_helpers.dart;flutter_app/lib/features/trade/presentation/widgets/margin/margin_trading_simple_form.dart;flutter_app/lib/features/trade/presentation/widgets/phone/vit_trade_confirm_sheet.dart;flutter_app/lib/features/trade/presentation/widgets/phone/vit_trade_simple_hero.dart;flutter_app/lib/features/trade/presentation/widgets/phone/vit_trade_simple_shell.dart,
trade,AppRoutePaths.tradePositions,PositionDashboardPage,flutter_app/lib/features/trade/presentation/pages/hub/position_dashboard_page.dart,L3_transactionFlow,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,1,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade/presentation/pages/hub/position_dashboard_page.dart;flutter_app/lib/features/trade/presentation/widgets/hub/position_dashboard_page_common.dart;flutter_app/lib/features/trade/presentation/widgets/hub/position_dashboard_page_sections.dart,
trade,AppRoutePaths.tradeSettings,TradeSettingsPage,flutter_app/lib/features/trade/presentation/pages/hub/trade_settings_page.dart,L2_utilityDetail,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade/presentation/pages/hub/trade_settings_page.dart;flutter_app/lib/features/trade/presentation/widgets/hub/trade_settings_page_common.dart;flutter_app/lib/features/trade/presentation/widgets/hub/trade_settings_page_sections.dart,
trade_bots,AppRoutePaths.tradeBotApiDocumentation,BotApiDocumentationPage,flutter_app/lib/features/trade_bots/presentation/pages/settings/bot_api_documentation_page.dart,L2_detail,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,1,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_bots/presentation/pages/settings/bot_api_documentation_page.dart;flutter_app/lib/features/trade_bots/presentation/widgets/settings/bot_api_documentation_endpoints.dart;flutter_app/lib/features/trade_bots/presentation/widgets/settings/bot_api_documentation_intro_tabs.dart;flutter_app/lib/features/trade_bots/presentation/widgets/settings/bot_api_documentation_support_common.dart;flutter_app/lib/features/trade_bots/presentation/widgets/settings/bot_api_documentation_websocket_examples.dart,
trade_bots,AppRoutePaths.tradeBotGuide,BotGuidePage,flutter_app/lib/features/trade_bots/presentation/pages/settings/bot_guide_page.dart,L2_utilityDetail,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_bots/presentation/pages/settings/bot_guide_page.dart;flutter_app/lib/features/trade_bots/presentation/widgets/settings/bot_guide_blocks.dart;flutter_app/lib/features/trade_bots/presentation/widgets/settings/bot_guide_common.dart;flutter_app/lib/features/trade_bots/presentation/widgets/settings/bot_guide_intro_tabs.dart;flutter_app/lib/features/trade_bots/presentation/widgets/settings/bot_guide_practices_videos.dart;flutter_app/lib/features/trade_bots/presentation/widgets/settings/bot_guide_strategies.dart,
trade_bots,AppRoutePaths.tradeBotHistory,BotHistoryPage,flutter_app/lib/features/trade_bots/presentation/pages/dashboard/bot_history_page.dart,L2_utilityDetail,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_bots/presentation/pages/dashboard/bot_history_page.dart;flutter_app/lib/features/trade_bots/presentation/widgets/dashboard/bot_history_page_common.dart;flutter_app/lib/features/trade_bots/presentation/widgets/dashboard/bot_history_page_sections.dart,
trade_bots,AppRoutePaths.tradeBotPerformanceAnalytics,BotPerformanceAnalyticsPage,flutter_app/lib/features/trade_bots/presentation/pages/dashboard/bot_performance_analytics_page.dart,L2_utilityDetail,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,2,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_bots/presentation/pages/dashboard/bot_performance_analytics_page.dart;flutter_app/lib/features/trade_bots/presentation/widgets/dashboard/bot_performance_charts_strategy.dart;flutter_app/lib/features/trade_bots/presentation/widgets/dashboard/bot_performance_metrics_summary.dart;flutter_app/lib/features/trade_bots/presentation/widgets/dashboard/bot_performance_painters.dart;flutter_app/lib/features/trade_bots/presentation/widgets/dashboard/bot_performance_timeframe_view.dart,
trade_bots,AppRoutePaths.tradeBotPortfolioDashboard,BotPortfolioDashboardPage,flutter_app/lib/features/trade_bots/presentation/pages/dashboard/bot_portfolio_dashboard_page.dart,L2_sectionHub,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_bots/presentation/pages/dashboard/bot_portfolio_dashboard_page.dart;flutter_app/lib/features/trade_bots/presentation/widgets/dashboard/bot_portfolio_dashboard_page_common.dart;flutter_app/lib/features/trade_bots/presentation/widgets/dashboard/bot_portfolio_dashboard_page_sections.dart,
trade_bots,AppRoutePaths.tradeBotRiskDisclosure,BotRiskDisclosurePage,flutter_app/lib/features/trade_bots/presentation/pages/settings/bot_risk_disclosure_page.dart,L2_utilityDetail,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_bots/presentation/pages/settings/bot_risk_disclosure_page.dart;flutter_app/lib/features/trade_bots/presentation/widgets/settings/bot_risk_disclosure_page_common.dart;flutter_app/lib/features/trade_bots/presentation/widgets/settings/bot_risk_disclosure_page_sections.dart,
trade_bots,AppRoutePaths.tradeBotStrategyCompare,BotStrategyComparePage,flutter_app/lib/features/trade_bots/presentation/pages/backtest/bot_strategy_compare_page.dart,L2_detail,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_bots/presentation/pages/backtest/bot_strategy_compare_page.dart;flutter_app/lib/features/trade_bots/presentation/widgets/backtest/bot_strategy_compare_metrics.dart;flutter_app/lib/features/trade_bots/presentation/widgets/backtest/bot_strategy_compare_painters.dart;flutter_app/lib/features/trade_bots/presentation/widgets/backtest/bot_strategy_compare_recommendations_common.dart;flutter_app/lib/features/trade_bots/presentation/widgets/backtest/bot_strategy_compare_selection.dart,
trade_bots,AppRoutePaths.tradeBotSuitabilityAssessment,BotSuitabilityAssessmentPage,flutter_app/lib/features/trade_bots/presentation/pages/settings/bot_suitability_assessment_page.dart,L3_transactionFlow,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_bots/presentation/pages/settings/bot_suitability_assessment_page.dart;flutter_app/lib/features/trade_bots/presentation/widgets/settings/bot_suitability_breakdown_common.dart;flutter_app/lib/features/trade_bots/presentation/widgets/settings/bot_suitability_questions_info.dart;flutter_app/lib/features/trade_bots/presentation/widgets/settings/bot_suitability_result_score.dart,
trade_compliance,AppRoutePaths.tradeCopyAuditTrail,AuditTrailPage,flutter_app/lib/features/trade_compliance/presentation/pages/governance/audit_trail_page.dart,L2_detail,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_compliance/presentation/pages/governance/audit_trail_page.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/governance/audit_trail_page_common.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/governance/audit_trail_page_sections.dart,
trade_compliance,AppRoutePaths.tradeCopyBestExecutionReports,BestExecutionReportsPage,flutter_app/lib/features/trade_compliance/presentation/pages/execution/best_execution_reports_page.dart,L2_utilityDetail,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_compliance/presentation/pages/execution/best_execution_reports_page.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/execution/best_execution_archive_common.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/execution/best_execution_current.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/execution/best_execution_overview.dart,
trade_compliance,AppRoutePaths.tradeCopyCassReconciliation,CassReconciliationPage,flutter_app/lib/features/trade_compliance/presentation/pages/client_money/cass_reconciliation_page.dart,L2_detail,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_compliance/presentation/pages/client_money/cass_reconciliation_page.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/client_money/cass_reconciliation_records_common.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/client_money/cass_reconciliation_summary_tabs.dart,
trade_compliance,AppRoutePaths.tradeCopyClientCategorization,ClientCategorizationPage,flutter_app/lib/features/trade_compliance/presentation/pages/governance/client_categorization_page.dart,L2_detail,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_compliance/presentation/pages/governance/client_categorization_opt_up_page.dart;flutter_app/lib/features/trade_compliance/presentation/pages/governance/client_categorization_page.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/governance/client_categorization_history_tab.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/governance/client_categorization_overview_tab.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/governance/client_categorization_page_chrome.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/governance/client_categorization_protections_requirements_tab.dart,
trade_compliance,AppRoutePaths.tradeCopyClientMoneyProtection,ClientMoneyProtectionPage,flutter_app/lib/features/trade_compliance/presentation/pages/client_money/client_money_protection_page.dart,L2_detail,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_compliance/presentation/pages/client_money/client_money_protection_page.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/client_money/client_money_protection_page_common.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/client_money/client_money_protection_page_sections.dart,
trade_compliance,AppRoutePaths.tradeCopyClientOptUpRequest,ClientOptUpRequestPage,flutter_app/lib/features/trade_compliance/presentation/pages/governance/client_categorization_page.dart,L2_detail,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_compliance/presentation/pages/governance/client_categorization_opt_up_page.dart;flutter_app/lib/features/trade_compliance/presentation/pages/governance/client_categorization_page.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/governance/client_categorization_history_tab.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/governance/client_categorization_overview_tab.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/governance/client_categorization_page_chrome.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/governance/client_categorization_protections_requirements_tab.dart,
trade_compliance,AppRoutePaths.tradeCopyComplaintSubmission,ComplaintSubmissionPage,flutter_app/lib/features/trade_compliance/presentation/pages/complaints/complaint_submission_page.dart,L2_detail,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_compliance/presentation/pages/complaints/complaint_submission_page.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/complaints/complaint_submission_page_common.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/complaints/complaint_submission_page_sections.dart,
trade_compliance,AppRoutePaths.tradeCopyComplaintsHandling,ComplaintsHandlingPage,flutter_app/lib/features/trade_compliance/presentation/pages/complaints/complaints_handling_page.dart,L2_detail,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,2,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_compliance/presentation/pages/complaints/complaints_handling_page.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/complaints/complaints_handling_overview_complaints.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/complaints/complaints_handling_overview_header_tabs.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/complaints/complaints_handling_process_common.dart,
trade_compliance,AppRoutePaths.tradeCopyExAnteCosts,ExAnteCostsPage,flutter_app/lib/features/trade_compliance/presentation/pages/disclosures/ex_ante_costs_page.dart,L2_detail,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_compliance/presentation/pages/disclosures/ex_ante_costs_page.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/disclosures/ex_ante_costs_common.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/disclosures/ex_ante_costs_overview.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/disclosures/ex_ante_costs_scenarios_actions.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/disclosures/ex_ante_costs_summary_breakdown.dart,
trade_compliance,AppRoutePaths.tradeCopyExPostCostsReport,ExPostCostsReportPage,flutter_app/lib/features/trade_compliance/presentation/pages/disclosures/ex_post_costs_report_page.dart,L2_detail,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_compliance/presentation/pages/disclosures/ex_post_costs_report_page.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/disclosures/ex_post_costs_report_summary.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/disclosures/ex_post_costs_report_variance_common.dart,
trade_compliance,AppRoutePaths.tradeCopyExecutionVenueAnalysis,ExecutionVenueAnalysisPage,flutter_app/lib/features/trade_compliance/presentation/pages/execution/execution_venue_analysis_page.dart,L2_detail,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_compliance/presentation/pages/execution/execution_venue_analysis_page.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/execution/execution_venue_common.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/execution/execution_venue_comparison.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/execution/execution_venue_speed_trends.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/execution/execution_venue_summary.dart,
trade_compliance,AppRoutePaths.tradeCopyInvestorCompensation,InvestorCompensationPage,flutter_app/lib/features/trade_compliance/presentation/pages/client_money/investor_compensation_page.dart,L2_detail,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_compliance/presentation/pages/client_money/investor_compensation_page.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/client_money/investor_compensation_page_common.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/client_money/investor_compensation_page_sections.dart,
